path,role,process,state,truth_source,downstream_target,exit_condition,post_exit_disposition,literal_code_consumers
docs/assembly-experiment/native-remaining/evidence/native-workbench-delivery.json,current-active-asset,process-active,awaiting-review,corresponding dated source commit and frozen evidence,historical ten-gun/workbench acceptance reconciliation,locate explicit owner acceptance for final workbench repair; optics acceptance is insufficient,retain evidence and deferred renderer condition,
docs/assembly-experiment/native-remaining/evidence/offline-tests.json,current-active-asset,process-active,awaiting-review,corresponding dated source commit and frozen evidence,historical ten-gun/workbench acceptance reconciliation,locate explicit owner acceptance for final workbench repair; optics acceptance is insufficient,retain evidence and deferred renderer condition,
docs/assembly-experiment/native-remaining/evidence/other-source.md,current-active-asset,process-active,awaiting-review,corresponding dated source commit and frozen evidence,historical ten-gun/workbench acceptance reconciliation,locate explicit owner acceptance for final workbench repair; optics acceptance is insufficient,retain evidence and deferred renderer condition,
docs/assembly-experiment/native-remaining/evidence/public-runtime-review.md,current-active-asset,process-active,awaiting-review,corresponding dated source commit and frozen evidence,historical ten-gun/workbench acceptance reconciliation,locate explicit owner acceptance for final workbench repair; optics acceptance is insufficient,retain evidence and deferred renderer condition,
docs/assembly-experiment/native-remaining/evidence/rifles-source.md,current-active-asset,process-active,awaiting-review,corresponding dated source commit and frozen evidence,historical ten-gun/workbench acceptance reconciliation,locate explicit owner acceptance for final workbench repair; optics acceptance is insufficient,retain evidence and deferred renderer condition,
docs/assembly-experiment/native-remaining/evidence/source-review.json,current-active-asset,process-active,awaiting-review,frozen migration/source ledger and explicit successor records,historical ten-gun/workbench acceptance reconciliation,locate explicit owner acceptance for final workbench repair; optics acceptance is insufficient,retain evidence and deferred renderer condition,tools/native_guns/review_remaining.py
docs/assembly-experiment/native-remaining/evidence/visual-quality-delivery.json,current-active-asset,process-active,awaiting-review,corresponding dated source commit and frozen evidence,historical ten-gun/workbench acceptance reconciliation,locate explicit owner acceptance for final workbench repair; optics acceptance is insufficient,retain evidence and deferred renderer condition,
docs/assembly-experiment/native-remaining/evidence/visual-review.md,current-active-asset,process-active,awaiting-review,corresponding dated source commit and frozen evidence,historical ten-gun/workbench acceptance reconciliation,locate explicit owner acceptance for final workbench repair; optics acceptance is insufficient,retain evidence and deferred renderer condition,
docs/assembly-experiment/optics-batch/README.md,current-active-asset,process-active,working,a3bc3d4e source and d63baddb owner acceptance,optics maintenance and next retirement inventory,retirement has separate old/new ID and saved-item handling decision,retain accepted batch evidence; do not claim retirement complete,
docs/assembly-experiment/optics-batch/package-proof.json,ended-lifecycle-asset,process-closed,closed,a3bc3d4e source and d63baddb owner acceptance,optics maintenance and next retirement inventory,retirement has separate old/new ID and saved-item handling decision,retain accepted batch evidence; do not claim retirement complete,
docs/assembly-experiment/optics-batch/report.json,ended-lifecycle-asset,process-closed,closed,a3bc3d4e source and d63baddb owner acceptance,optics maintenance and next retirement inventory,retirement has separate old/new ID and saved-item handling decision,retain accepted batch evidence; do not claim retirement complete,tools/native_optics/batch.py
docs/assembly-experiment/optics-samples/README.md,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
docs/assembly-experiment/optics-samples/changes.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
docs/assembly-experiment/optics-samples/package-proof.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
docs/assembly-experiment/temporary-refund-mapping.json,current-active-asset,process-active,working,frozen migration/source ledger and explicit successor records,tools/test_temporary_ammo_refund.py,all executable consumers explicitly migrated and validation passes,retain at current path until consumers exit,tools/test_temporary_ammo_refund.py
docs/assembly-experiment/verification/weapon-merge-experiment-build.log,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
docs/assembly-experiment/verification/weapon-merge-newmod-check.log,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
docs/assembly-experiment/verification/weapon-merge-newmod-lock.log,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
docs/assembly-experiment/weapon-integration-evidence.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
docs/assembly-experiment/weapon-module-migration.json,current-active-asset,process-active,working,frozen migration/source ledger and explicit successor records,tools/verify_weapon_modules.py,all executable consumers explicitly migrated and validation passes,retain at current path until consumers exit,tools/verify_weapon_modules.py
docs/assembly-experiment/weapon-source-integration.json,current-active-asset,process-active,working,frozen migration/source ledger and explicit successor records,tools/weapon_migration.py,all executable consumers explicitly migrated and validation passes,retain at current path until consumers exit,tools/weapon_migration.py
docs/assembly-experiment/weapon合并交付.md,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
docs/assembly-experiment/弹药链路与清理.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
docs/assembly-experiment/整合与组装路线.md,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
docs/assembly-experiment/融合前职责盘点.md,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
docs/assembly-experiment/闭环冲突盘点.md,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
docs/content-isolation/README.md,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
docs/content-isolation/inventory.json,current-active-asset,process-active,working,frozen migration/source ledger and explicit successor records,tools/verify_selected_content.py,all executable consumers explicitly migrated and validation passes,retain at current path until consumers exit,tools/verify_selected_content.py
docs/content-isolation/selection.json,current-active-asset,process-active,working,frozen migration/source ledger and explicit successor records,tools/inventory_newmod.py;tools/verify_selected_content.py,all executable consumers explicitly migrated and validation passes,retain at current path until consumers exit,tools/inventory_newmod.py;tools/verify_selected_content.py
docs/content-isolation/verification.md,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
docs/newmod/README.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
docs/newmod/cleanup/README.md,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
docs/newmod/cleanup/applied.json,current-active-asset,process-active,working,frozen migration/source ledger and explicit successor records,tools/audit_selected_content.py;tools/inventory_newmod.py;tools/verify_selected_content.py,all executable consumers explicitly migrated and validation passes,retain at current path until consumers exit,tools/audit_selected_content.py;tools/inventory_newmod.py;tools/verify_selected_content.py
docs/newmod/cleanup/code-changes.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
docs/newmod/cleanup/plan.json,current-active-asset,process-active,working,frozen migration/source ledger and explicit successor records,tools/verify_cleanup.py,all executable consumers explicitly migrated and validation passes,retain at current path until consumers exit,tools/verify_cleanup.py
docs/newmod/cleanup/verification.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
docs/newmod/extra-content/README.md,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
docs/newmod/extra-content/inventory.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
docs/newmod/extra-content/removal.json,current-active-asset,process-active,working,frozen migration/source ledger and explicit successor records,tools/verify_cleanup.py;tools/verify_extra_content.py,all executable consumers explicitly migrated and validation passes,retain at current path until consumers exit,tools/verify_cleanup.py;tools/verify_extra_content.py
docs/newmod/inventory/README.md,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
docs/newmod/inventory/ammunition.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
docs/newmod/inventory/guns.csv,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
docs/newmod/inventory/guns.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
docs/newmod/inventory/resources.json,current-active-asset,process-active,working,frozen migration/source ledger and explicit successor records,tools/verify_cleanup.py,all executable consumers explicitly migrated and validation passes,retain at current path until consumers exit,tools/verify_cleanup.py
docs/newmod/inventory/逐枪盘点.md,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
docs/newmod/selection.json,current-active-asset,process-active,working,frozen migration/source ledger and explicit successor records,tools/verify_cleanup.py,all executable consumers explicitly migrated and validation passes,retain at current path until consumers exit,tools/verify_cleanup.py
docs/newmod/任务盘点.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
docs/newmod/改动记录.md,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
docs/newmod/文档治理.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
modules/README.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
modules/fixture-sources.json,current-active-asset,process-active,working,frozen migration/source ledger and explicit successor records,tools/test_compact_weapon_model_fixtures.py;tools/verify_weapon_modules.py,all executable consumers explicitly migrated and validation passes,retain at current path until consumers exit,tools/test_compact_weapon_model_fixtures.py;tools/verify_weapon_modules.py
modules/public-dependency-lock.json,current-active-asset,process-active,working,frozen migration/source ledger and explicit successor records,build-logic/weapon-modules.gradle;modules/tacz_adapter/tools/validate_weapon_resources.py,all executable consumers explicitly migrated and validation passes,retain at current path until consumers exit,build-logic/weapon-modules.gradle;modules/tacz_adapter/tools/validate_weapon_resources.py
modules/tacz_adapter/README.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
modules/tacz_adapter/docs/README.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
modules/tacz_adapter/docs/b2-verification.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/docs/calibration/adar.html,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/docs/calibration/adar.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/docs/calibration/m4a1.html,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/docs/calibration/m4a1.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/docs/calibration/radian.html,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/docs/calibration/radian.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/docs/devitems-catalog.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
modules/tacz_adapter/docs/devitems-verification.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/docs/evidence/devitems-guns.png,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/docs/evidence/弹药桥接早期记录.md,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/docs/experiment-69b1a3af-runtime.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/docs/extra-content-verification.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/docs/presentation-verification.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/docs/refit-inventory.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
modules/tacz_adapter/docs/refit-verification.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/docs/self-built-runtime.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
modules/tacz_adapter/docs/test-ammo-retirement.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/docs/test-ammo-retirement.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
modules/tacz_adapter/docs/weapon-merge-runtime.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/docs/三枪制作整理结果.md,deprecated-asset,process-closed,closed,canonical-firearm-cutover.md and removal of legacy production source,source/design traceback,batch evidence retained; no current execution authorization,retain with retired-production marker; never execute old commands,
modules/tacz_adapter/docs/三枪资源归属补充结果.md,deprecated-asset,process-closed,closed,canonical-firearm-cutover.md and removal of legacy production source,source/design traceback,batch evidence retained; no current execution authorization,retain with retired-production marker; never execute old commands,
modules/tacz_adapter/docs/外置枪械检查工作台.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
modules/tacz_adapter/docs/握持瞄准与射击反馈方案.md,deprecated-asset,process-closed,closed,canonical-firearm-cutover.md and removal of legacy production source,source/design traceback,batch evidence retained; no current execution authorization,retain with retired-production marker; never execute old commands,
modules/tacz_adapter/docs/枪械导入流程.md,deprecated-asset,process-closed,closed,canonical-firearm-cutover.md and removal of legacy production source,source/design traceback,batch evidence retained; no current execution authorization,retain with retired-production marker; never execute old commands,
modules/tacz_adapter/public-dependency-lock.json,current-active-asset,process-active,working,frozen migration/source ledger and explicit successor records,build-logic/adapter-integration.gradle,all executable consumers explicitly migrated and validation passes,retain at current path until consumers exit,build-logic/adapter-integration.gradle
modules/tacz_adapter/tools/README.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
modules/tacz_adapter/weapon-content/README.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
modules/tacz_adapter/weapon-reports/README.md,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/weapon-reports/archive/m4a1/import-report.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/weapon-reports/archive/radian/import-report.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/weapon-reports/refactor-20260915/adar/import-report.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/weapon-reports/refactor-20260915/adar/inputs.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/weapon-reports/refactor-20260915/comparison.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/weapon-reports/refactor-20260915/m4a1/import-report.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/weapon-reports/refactor-20260915/m4a1/inputs.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/weapon-reports/refactor-20260915/packaging.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/weapon-reports/refactor-20260915/radian/import-report.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/weapon-reports/refactor-20260915/radian/inputs.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/weapon-reports/resource-ownership-20260915/adar/import-report.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/weapon-reports/resource-ownership-20260915/adar/inputs.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/weapon-reports/resource-ownership-20260915/comparison.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/weapon-reports/resource-ownership-20260915/m4a1/import-report.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/weapon-reports/resource-ownership-20260915/m4a1/inputs.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/weapon-reports/resource-ownership-20260915/material-migration.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/weapon-reports/resource-ownership-20260915/migration-comparison.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/weapon-reports/resource-ownership-20260915/packaging.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/weapon-reports/resource-ownership-20260915/radian/import-report.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/weapon-reports/resource-ownership-20260915/radian/inputs.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/weapon-reports/resource-ownership-20260915/references.json,ended-lifecycle-asset,process-closed,closed,corresponding dated source commit and frozen evidence,historical review,batch evidence retained; no current execution authorization,retain as traceback,
modules/tacz_adapter/weapon-sources/README.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
modules/tacz_adapter/weapon-sources/native_aa12/build-report.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_aa12/source-audit.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_ai_awp/build-report.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_ai_awp/source-audit.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_attachments/README.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
modules/tacz_adapter/weapon-sources/native_glock_17/README.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
modules/tacz_adapter/weapon-sources/native_glock_17/build-report.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_glock_17/source-audit.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_m16a1/build-report.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_m16a1/source-audit.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_m4a1/README.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
modules/tacz_adapter/weapon-sources/native_m4a1/editable-import-report.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_m4a1/editable/README.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
modules/tacz_adapter/weapon-sources/native_m4a1/editable/batch-import-report.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_m4a1/editable/blockbench-check.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_m4a1/editable/remaining-import-report.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_m700/build-report.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_m700/source-audit.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_m870/build-report.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_m870/source-audit.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_mk14/build-report.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_mk14/source-audit.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_p90/build-report.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_p90/source-audit.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_qbz_191/build-report.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_qbz_191/source-audit.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_scar_h/build-report.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_scar_h/source-audit.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_scar_l/build-report.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_scar_l/source-audit.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_sks_tactical/build-report.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_sks_tactical/source-audit.json,current-active-asset,process-active,awaiting-absorption,corresponding author inputs and generator,source regeneration and comparison,next generator run supersedes this snapshot,regenerate through owner tool; do not hand edit,
modules/tacz_adapter/weapon-sources/native_ump45/README.md,global-asset,not-process,current,"current code, author inputs and accepted scope",current maintainers,replace only when implementation or accepted contract changes,maintain current entry; preserve historical evidence separately,
